"AtomicLevel.symbol";"AtomicLevel.level";"AtomicLevel.number";"ExcitationEnergy";"SensitivityFactor";"Reference"
"Pa";"5d";91;1254 eV;0.097680000000000003 Mb;""
"Pa";"5f5/2";91;1254 eV;0.00423354 Mb;""
"Pa";"5f7/2";91;1254 eV;0.0053058000000000003 Mb;""
"Pa";"5f";91;1254 eV;0.0095393400000000003 Mb;""
"Pa";"6s";91;1254 eV;0.0028948799999999998 Mb;""
"Pa";"6pl/2";91;1254 eV;0.00218892 Mb;""
"Pa";"6p3/2";91;1254 eV;0.0064380000000000001 Mb;""
"Pa";"6p";91;1254 eV;0.0086269199999999997 Mb;""
"Pa";"6d3/2";91;1254 eV;0.00030635999999999999 Mb;""
"Pa";"6d5/2";91;1254 eV;0.00042402 Mb;""
"Pa";"6d";91;1254 eV;0.00073037999999999998 Mb;""
"Pa";"7s";91;1254 eV;0.00035298000000000003 Mb;""
"U";"4p3/2";92;1254 eV;0.12809400000000001 Mb;""
"U";"4p";92;1254 eV;0.12809400000000001 Mb;""
"U";"4d3/2";92;1254 eV;0.18226200000000001 Mb;""
"U";"4d5/2";92;1254 eV;0.28504800000000002 Mb;""
"U";"4d";92;1254 eV;0.46731 Mb;""
"U";"4f5/2";92;1254 eV;0.457542 Mb;""
"U";"4f7/2";92;1254 eV;0.58563600000000005 Mb;""
"U";"4f";92;1254 eV;1.04318 Mb;""
"U";"5s";92;1254 eV;0.0126984 Mb;""
"U";"5p1/2";92;1254 eV;0.010989000000000001 Mb;""
"U";"5p3/2";92;1254 eV;0.039072000000000003 Mb;""
"U";"5p";92;1254 eV;0.050061000000000001 Mb;""
"U";"5d3/2";92;1254 eV;0.041070000000000002 Mb;""
"U";"5d5/2";92;1254 eV;0.061272 Mb;""
"U";"5d";92;1254 eV;0.102342 Mb;""
"U";"5f5/2";92;1254 eV;0.0071928000000000001 Mb;""
"U";"5f7/2";92;1254 eV;0.0090354000000000007 Mb;""
"U";"5f";92;1254 eV;0.016228200000000002 Mb;""
"U";"6s";92;1254 eV;0.00298146 Mb;""
"U";"6pl/2";92;1254 eV;0.00223332 Mb;""
"U";"6p3/2";92;1254 eV;0.0066822000000000001 Mb;""
"U";"6p";92;1254 eV;0.0089155199999999997 Mb;""
"U";"6d3/2";92;1254 eV;0.00031524 Mb;""
"U";"6d5/2";92;1254 eV;0.00043511999999999999 Mb;""
"U";"6d";92;1254 eV;0.00075036000000000005 Mb;""
"U";"7s";92;1254 eV;0.00035520000000000001 Mb;""
"Np";"4p3/2";93;1254 eV;0.13031400000000001 Mb;""
"Np";"4p";93;1254 eV;0.13031400000000001 Mb;""
"Np";"4d3/2";93;1254 eV;0.18448200000000001 Mb;""
"Np";"4d5/2";93;1254 eV;0.28904400000000002 Mb;""
"Np";"4d";93;1254 eV;0.473526 Mb;""
"Np";"4f5/2";93;1254 eV;0.485514 Mb;""
"Np";"4f7/2";93;1254 eV;0.62204400000000004 Mb;""
"Np";"4f";93;1254 eV;1.1075600000000001 Mb;""
"Np";"5s";93;1254 eV;0.012876 Mb;""
"Np";"5p1/2";93;1254 eV;0.0110334 Mb;""
"Np";"5p3/2";93;1254 eV;0.040404000000000002 Mb;""
"Np";"5p";93;1254 eV;0.051437400000000001 Mb;""
"Np";"5d3/2";93;1254 eV;0.042846000000000002 Mb;""
"Np";"5d5/2";93;1254 eV;0.063936000000000007 Mb;""
"Np";"5d";93;1254 eV;0.106782 Mb;""
"Np";"5f5/2";93;1254 eV;0.010700400000000001 Mb;""
"Np";"5f7/2";93;1254 eV;0.0134532 Mb;""
"Np";"5f";93;1254 eV;0.024153600000000001 Mb;""
"Np";"6s";93;1254 eV;0.0030613799999999998 Mb;""
"Np";"6pl/2";93;1254 eV;0.0022688399999999998 Mb;""
"Np";"6p3/2";93;1254 eV;0.0069264000000000001 Mb;""
"Np";"6p";93;1254 eV;0.0091952400000000004 Mb;""
"Np";"6d3/2";93;1254 eV;0.00032190000000000002 Mb;""
"Np";"6d5/2";93;1254 eV;0.00044178000000000002 Mb;""
"Np";"6d";93;1254 eV;0.00076367999999999998 Mb;""
"Np";"7s";93;1254 eV;0.00035742 Mb;""
"Pu";"4p3/2";94;1254 eV;0.13209000000000001 Mb;""
"Pu";"4p";94;1254 eV;0.13209000000000001 Mb;""
"Pu";"4d3/2";94;1254 eV;0.18625800000000001 Mb;""
"Pu";"4d5/2";94;1254 eV;0.29348400000000002 Mb;""
"Pu";"4d";94;1254 eV;0.479742 Mb;""
"Pu";"4f5/2";94;1254 eV;0.51370800000000005 Mb;""
"Pu";"4f7/2";94;1254 eV;0.65867399999999998 Mb;""
"Pu";"4f";94;1254 eV;1.17238 Mb;""
"Pu";"5s";94;1254 eV;0.0130758 Mb;""
"Pu";"5p1/2";94;1254 eV;0.011011200000000001 Mb;""
"Pu";"5p3/2";94;1254 eV;0.041736000000000002 Mb;""
"Pu";"5p";94;1254 eV;0.052747200000000001 Mb;""
"Pu";"5d3/2";94;1254 eV;0.044178000000000002 Mb;""
"Pu";"5d5/2";94;1254 eV;0.066156000000000006 Mb;""
"Pu";"5d";94;1254 eV;0.110334 Mb;""
"Pu";"5f5/2";94;1254 eV;0.016583400000000002 Mb;""
"Pu";"5f7/2";94;1254 eV;0.020712600000000001 Mb;""
"Pu";"5f";94;1254 eV;0.037296000000000003 Mb;""
"Pu";"6s";94;1254 eV;0.0030414000000000001 Mb;""
"Pu";"6pl/2";94;1254 eV;0.0021933600000000001 Mb;""
"Pu";"6p3/2";94;1254 eV;0.0067488000000000001 Mb;""
"Pu";"6p";94;1254 eV;0.0089421599999999993 Mb;""
"Pu";"7s";94;1254 eV;0.00030635999999999999 Mb;""
"Am";"4p3/2";95;1254 eV;0.13386600000000001 Mb;""
"Am";"4p";95;1254 eV;0.13386600000000001 Mb;""
"Am";"4d3/2";95;1254 eV;0.18714600000000001 Mb;""
"Am";"4d5/2";95;1254 eV;0.29814600000000002 Mb;""
"Am";"4d";95;1254 eV;0.485292 Mb;""
"Am";"4f5/2";95;1254 eV;0.54256800000000005 Mb;""
"Am";"4f7/2";95;1254 eV;0.69596999999999998 Mb;""
"Am";"4f";95;1254 eV;1.23854 Mb;""
"Am";"5s";95;1254 eV;0.0132312 Mb;""
"Am";"5p1/2";95;1254 eV;0.010966800000000001 Mb;""
"Am";"5p3/2";95;1254 eV;0.043290000000000002 Mb;""
"Am";"5p";95;1254 eV;0.054256800000000001 Mb;""
"Am";"5d3/2";95;1254 eV;0.045954000000000002 Mb;""
"Am";"5d5/2";95;1254 eV;0.068820000000000006 Mb;""
"Am";"5d";95;1254 eV;0.114774 Mb;""
"Am";"5f5/2";95;1254 eV;0.021312000000000001 Mb;""
"Am";"5f7/2";95;1254 eV;0.02664 Mb;""
"Am";"5f";95;1254 eV;0.047952000000000002 Mb;""
"Am";"6s";95;1254 eV;0.00310356 Mb;""
"Am";"6pl/2";95;1254 eV;0.0022089000000000002 Mb;""
"Am";"6p3/2";95;1254 eV;0.0069486000000000001 Mb;""
"Am";"6p";95;1254 eV;0.0091575000000000007 Mb;""
"Am";"7s";95;1254 eV;0.00030635999999999999 Mb;""
"Cm";"4p3/2";96;1254 eV;0.13497600000000001 Mb;""
"Cm";"4p";96;1254 eV;0.13497600000000001 Mb;""
"Cm";"4d3/2";96;1254 eV;0.18759000000000001 Mb;""
"Cm";"4d5/2";96;1254 eV;0.30125400000000002 Mb;""
"Cm";"4d";96;1254 eV;0.488844 Mb;""
"Cm";"4f5/2";96;1254 eV;0.57276000000000005 Mb;""
"Cm";"4f7/2";96;1254 eV;0.73459799999999997 Mb;""
"Cm";"4f";96;1254 eV;1.3073600000000001 Mb;""
"Cm";"5s";96;1254 eV;0.0133866 Mb;""
"Cm";"5p1/2";96;1254 eV;0.010922400000000001 Mb;""
"Cm";"5p3/2";96;1254 eV;0.044844000000000002 Mb;""
"Cm";"5p";96;1254 eV;0.055766400000000001 Mb;""
"Cm";"5d3/2";96;1254 eV;0.047730000000000002 Mb;""
"Cm";"5d5/2";96;1254 eV;0.072150000000000006 Mb;""
"Cm";"5d";96;1254 eV;0.11988 Mb;""
"Cm";"5f5/2";96;1254 eV;0.024642000000000001 Mb;""
"Cm";"5f7/2";96;1254 eV;0.03108 Mb;""
"Cm";"5f";96;1254 eV;0.055722000000000001 Mb;""
"Cm";"6s";96;1254 eV;0.00324786 Mb;""
"Cm";"6pl/2";96;1254 eV;0.0023132399999999998 Mb;""
"Cm";"6p3/2";96;1254 eV;0.007548 Mb;""
"Cm";"6p";96;1254 eV;0.0098612400000000003 Mb;""
"Cm";"6d3/2";96;1254 eV;0.00033077999999999997 Mb;""
"Cm";"6d5/2";96;1254 eV;0.000444 Mb;""
"Cm";"6d";96;1254 eV;0.00077477999999999998 Mb;""
"Cm";"7s";96;1254 eV;0.00036185999999999998 Mb;""
"H";"1s";1;1487 eV;2.7199999999999998e-006 Mb;""
"He";"1s";2;1487 eV;0.00011152 Mb;""
"Li";"1s";3;1487 eV;0.00077247999999999998 Mb;""
"Li";"2s";3;1487 eV;1.0879999999999999e-005 Mb;""
"Be";"1s";4;1487 eV;0.0026397600000000001 Mb;""
"Be";"2s";4;1487 eV;1.632e-005 Mb;""
"B";"1s";5;1487 eV;0.0066096000000000002 Mb;""
"B";"2s";5;1487 eV;0.00029920000000000001 Mb;""
"B";"2p1/2";5;1487 eV;1.3599999999999999e-006 Mb;""
"B";"2p3/2";5;1487 eV;1.3599999999999999e-006 Mb;""
"B";"2p";5;1487 eV;2.7199999999999998e-006 Mb;""
"C";"1s";6;1487 eV;0.013599999999999999 Mb;""
"C";"2s";6;1487 eV;0.00056711999999999995 Mb;""
"C";"2p1/2";6;1487 eV;6.8000000000000001e-006 Mb;""
"C";"2p3/2";6;1487 eV;1.36e-005 Mb;""
"C";"2p";6;1487 eV;2.0400000000000001e-005 Mb;""
"N";"1s";7;1487 eV;0.024479999999999998 Mb;""
"N";"2s";7;1487 eV;0.0011791200000000001 Mb;""
"N";"2p1/2";7;1487 eV;2.9920000000000002e-005 Mb;""
"N";"2p3/2";7;1487 eV;5.8480000000000003e-005 Mb;""
"N";"2p";7;1487 eV;8.8399999999999994e-005 Mb;""
"O";"1s";8;1487 eV;0.039848000000000001 Mb;""
"O";"2s";8;1487 eV;0.0019108 Mb;""
"O";"2p1/2";8;1487 eV;8.8399999999999994e-005 Mb;""
"O";"2p3/2";8;1487 eV;0.00017407999999999999 Mb;""
"O";"2p";8;1487 eV;0.00026247999999999999 Mb;""
"F";"1s";9;1487 eV;0.060248000000000003 Mb;""
"F";"2s";9;1487 eV;0.002856 Mb;""
"F";"2p1/2";9;1487 eV;0.00021896 Mb;""
"F";"2p3/2";9;1487 eV;0.00043112000000000001 Mb;""
"F";"2p";9;1487 eV;0.00065008000000000004 Mb;""
"Ne";"1s";10;1487 eV;0.085680000000000006 Mb;""
"Ne";"2s";10;1487 eV;0.0040255999999999998 Mb;""
"Ne";"2p1/2";10;1487 eV;0.00047192000000000002 Mb;""
"Ne";"2p3/2";10;1487 eV;0.00092887999999999998 Mb;""
"Ne";"2p";10;1487 eV;0.0014008 Mb;""
"Na";"1s";11;1487 eV;0.115872 Mb;""
"Na";"2s";11;1487 eV;0.0057391999999999999 Mb;""
"Na";"2p1/2";11;1487 eV;0.00088944000000000002 Mb;""
"Na";"2p3/2";11;1487 eV;0.0017503200000000001 Mb;""
"Na";"2p";11;1487 eV;0.0026397600000000001 Mb;""
"Na";"3s";11;1487 eV;8.7039999999999993e-005 Mb;""
"Mg";"1s";12;1487 eV;0.15204799999999999 Mb;""
"Mg";"2s";12;1487 eV;0.0078200000000000006 Mb;""
"Mg";"2p1/2";12;1487 eV;0.0015299999999999999 Mb;""
"Mg";"2p3/2";12;1487 eV;0.0030056000000000002 Mb;""
"Mg";"2p";12;1487 eV;0.0045355999999999999 Mb;""
"Mg";"3s";12;1487 eV;0.00038759999999999999 Mb;""
"Al";"2s";13;1487 eV;0.0102408 Mb;""
"Al";"2p1/2";13;1487 eV;0.0024629600000000001 Mb;""
"Al";"2p3/2";13;1487 eV;0.0048415999999999997 Mb;""
"Al";"2p";13;1487 eV;0.0073045599999999999 Mb;""
"Al";"3s";13;1487 eV;0.00072760000000000001 Mb;""
"Al";"3p1/2";13;1487 eV;1.4960000000000001e-005 Mb;""
"Al";"3p3/2";13;1487 eV;2.9920000000000002e-005 Mb;""
"Al";"3p";13;1487 eV;4.4879999999999997e-005 Mb;""
"Si";"2s";14;1487 eV;0.012988 Mb;""
"Si";"2p1/2";14;1487 eV;0.0037536000000000002 Mb;""
"Si";"2p3/2";14;1487 eV;0.0073575999999999997 Mb;""
"Si";"2p";14;1487 eV;0.0111112 Mb;""
"Si";"3s";14;1487 eV;0.00109888 Mb;""
"Si";"3p1/2";14;1487 eV;6.3919999999999998e-005 Mb;""
"Si";"3p3/2";14;1487 eV;0.00012648 Mb;""
"Si";"3p";14;1487 eV;0.00019039999999999999 Mb;""
"P";"2s";15;1487 eV;0.016048 Mb;""
"P";"2p1/2";15;1487 eV;0.0054808000000000001 Mb;""
"P";"2p3/2";15;1487 eV;0.010730399999999999 Mb;""
"P";"2p";15;1487 eV;0.016211199999999999 Mb;""
"P";"3s";15;1487 eV;0.0015177599999999999 Mb;""
"P";"3p1/2";15;1487 eV;0.00016864000000000001 Mb;""
"P";"3p3/2";15;1487 eV;0.00033184000000000002 Mb;""
"P";"3p";15;1487 eV;0.00050047999999999998 Mb;""
"S";"2s";16;1487 eV;0.019448 Mb;""
"S";"2p1/2";16;1487 eV;0.0076296000000000003 Mb;""
"S";"2p3/2";16;1487 eV;0.015096 Mb;""
"S";"2p";16;1487 eV;0.022725599999999999 Mb;""
"S";"3s";16;1487 eV;0.0019924000000000001 Mb;""
"S";"3p1/2";16;1487 eV;0.00035631999999999998 Mb;""
"S";"3p3/2";16;1487 eV;0.00069631999999999995 Mb;""
"S";"3p";16;1487 eV;0.0010526400000000001 Mb;""
"Cl";"2s";17;1487 eV;0.022984000000000001 Mb;""
"Cl";"2p1/2";17;1487 eV;0.010540000000000001 Mb;""
"Cl";"2p3/2";17;1487 eV;0.020535999999999999 Mb;""
"Cl";"2p";17;1487 eV;0.031075999999999999 Mb;""
"Cl";"3s";17;1487 eV;0.0025187199999999999 Mb;""
"Cl";"3p1/2";17;1487 eV;0.00066096000000000004 Mb;""
"Cl";"3p3/2";17;1487 eV;0.0012879199999999999 Mb;""
"Cl";"3p";17;1487 eV;0.0019488800000000001 Mb;""
"Ar";"2s";18;1487 eV;0.026792 Mb;""
"Ar";"2p1/2";18;1487 eV;0.014008 Mb;""
"Ar";"2p3/2";18;1487 eV;0.027335999999999999 Mb;""
"Ar";"2p";18;1487 eV;0.041343999999999999 Mb;""
"Ar";"3s";18;1487 eV;0.0030872 Mb;""
"Ar";"3p1/2";18;1487 eV;0.0011165599999999999 Mb;""
"Ar";"3p3/2";18;1487 eV;0.0021719199999999999 Mb;""
"Ar";"3p";18;1487 eV;0.0032884799999999999 Mb;""
"K";"2s";19;1487 eV;0.030872 Mb;""
"K";"2p1/2";19;1487 eV;0.018360000000000001 Mb;""
"K";"2p3/2";19;1487 eV;0.035631999999999997 Mb;""
"K";"2p";19;1487 eV;0.053991999999999998 Mb;""
"K";"3s";19;1487 eV;0.0038896 Mb;""
"K";"3p1/2";19;1487 eV;0.0016714399999999999 Mb;""
"K";"3p3/2";19;1487 eV;0.0032504000000000001 Mb;""
"K";"3p";19;1487 eV;0.0049218400000000002 Mb;""
"K";"3d3/2";19;1487 eV;9.3839999999999996e-005 Mb;""
"K";"3d";19;1487 eV;9.3839999999999996e-005 Mb;""
"Ca";"2s";20;1487 eV;0.035223999999999998 Mb;""
"Ca";"2p1/2";20;1487 eV;0.023392 Mb;""
"Ca";"2p3/2";20;1487 eV;0.045560000000000003 Mb;""
"Ca";"2p";20;1487 eV;0.068951999999999999 Mb;""
"Ca";"3s";20;1487 eV;0.0047736000000000002 Mb;""
"Ca";"3p1/2";20;1487 eV;0.0023392 Mb;""
"Ca";"3p3/2";20;1487 eV;0.0045560000000000002 Mb;""
"Ca";"3p";20;1487 eV;0.0068951999999999998 Mb;""
"Ca";"4s";20;1487 eV;0.00036447999999999998 Mb;""
"Sc";"2s";21;1487 eV;0.039576 Mb;""
"Sc";"2p1/2";21;1487 eV;0.029512 Mb;""
"Sc";"2p3/2";21;1487 eV;0.057256000000000001 Mb;""
"Sc";"2p";21;1487 eV;0.086767999999999998 Mb;""
"Sc";"3s";21;1487 eV;0.0055896000000000001 Mb;""
"Sc";"3p1/2";21;1487 eV;0.0030056000000000002 Mb;""
"Sc";"3p3/2";21;1487 eV;0.0058344 Mb;""
"Sc";"3p";21;1487 eV;0.0088400000000000006 Mb;""
"Sc";"3d3/2";21;1487 eV;2.3119999999999999e-005 Mb;""
"Sc";"3d5/2";21;1487 eV;3.4e-005 Mb;""
"Sc";"3d";21;1487 eV;5.7120000000000002e-005 Mb;""
"Sc";"4s";21;1487 eV;0.00042704 Mb;""
"Ti";"2s";22;1487 eV;0.044063999999999999 Mb;""
"Ti";"2p1/2";22;1487 eV;0.036583999999999998 Mb;""
"Ti";"2p3/2";22;1487 eV;0.070992 Mb;""
"Ti";"2p";22;1487 eV;0.107576 Mb;""
"Ti";"3s";22;1487 eV;0.0064327999999999998 Mb;""
"Ti";"3p1/2";22;1487 eV;0.0037536000000000002 Mb;""
"Ti";"3p3/2";22;1487 eV;0.0073032000000000001 Mb;""
"Ti";"3p";22;1487 eV;0.0110568 Mb;""
"Ti";"3d3/2";22;1487 eV;7.4800000000000002e-005 Mb;""
"Ti";"3d5/2";22;1487 eV;0.00011016 Mb;""
"Ti";"3d";22;1487 eV;0.00018495999999999999 Mb;""
"Ti";"4s";22;1487 eV;0.00048280000000000003 Mb;""
"V";"2s";23;1487 eV;0.048551999999999998 Mb;""
"V";"2p1/2";23;1487 eV;0.044743999999999999 Mb;""
"V";"2p3/2";23;1487 eV;0.086632000000000001 Mb;""
"V";"2p";23;1487 eV;0.13137599999999999 Mb;""
"V";"3s";23;1487 eV;0.0073168 Mb;""
"V";"3p1/2";23;1487 eV;0.0046103999999999997 Mb;""
"V";"3p3/2";23;1487 eV;0.0089352000000000008 Mb;""
"V";"3p";23;1487 eV;0.0135456 Mb;""
"V";"3d3/2";23;1487 eV;0.00017000000000000001 Mb;""
"V";"3d5/2";23;1487 eV;0.00025023999999999999 Mb;""
"V";"3d";23;1487 eV;0.00042024 Mb;""
"V";"4s";23;1487 eV;0.00053583999999999999 Mb;""
"Cr";"2s";24;1487 eV;0.053176000000000001 Mb;""
"Cr";"2p1/2";24;1487 eV;0.054128000000000003 Mb;""
"Cr";"2p3/2";24;1487 eV;0.104584 Mb;""
"Cr";"2p";24;1487 eV;0.15871199999999999 Mb;""
"Cr";"3s";24;1487 eV;0.0081055999999999993 Mb;""
"Cr";"3p1/2";24;1487 eV;0.0054400000000000004 Mb;""
"Cr";"3p3/2";24;1487 eV;0.010512799999999999 Mb;""
"Cr";"3p";24;1487 eV;0.0159528 Mb;""
"Cr";"3d3/2";24;1487 eV;0.00035903999999999998 Mb;""
"Cr";"3d5/2";24;1487 eV;0.00052632000000000004 Mb;""
"Cr";"3d";24;1487 eV;0.00088535999999999997 Mb;""
"Cr";"4s";24;1487 eV;0.00021896 Mb;""
"Mn";"2s";25;1487 eV;0.057528000000000003 Mb;""
"Mn";"2p1/2";25;1487 eV;0.064463999999999994 Mb;""
"Mn";"2p3/2";25;1487 eV;0.124712 Mb;""
"Mn";"2p";25;1487 eV;0.18917600000000001 Mb;""
"Mn";"3s";25;1487 eV;0.0091663999999999999 Mb;""
"Mn";"3p1/2";25;1487 eV;0.0065960000000000003 Mb;""
"Mn";"3p3/2";25;1487 eV;0.0127568 Mb;""
"Mn";"3p";25;1487 eV;0.0193528 Mb;""
"Mn";"3d3/2";25;1487 eV;0.00057664000000000001 Mb;""
"Mn";"3d5/2";25;1487 eV;0.00084592000000000001 Mb;""
"Mn";"3d";25;1487 eV;0.00142256 Mb;""
"Mn";"4s";25;1487 eV;0.00063104000000000003 Mb;""
"Fe";"2s";26;1487 eV;0.062151999999999999 Mb;""
"Fe";"2p1/2";26;1487 eV;0.076160000000000005 Mb;""
"Fe";"2p3/2";26;1487 eV;0.14715200000000001 Mb;""
"Fe";"2p";26;1487 eV;0.22331200000000001 Mb;""
"Fe";"3s";26;1487 eV;0.010132 Mb;""
"Fe";"3p1/2";26;1487 eV;0.0077384000000000003 Mb;""
"Fe";"3p3/2";26;1487 eV;0.014959999999999999 Mb;""
"Fe";"3p";26;1487 eV;0.022698400000000001 Mb;""
"Fe";"3d3/2";26;1487 eV;0.00094384000000000004 Mb;""
"Fe";"3d5/2";26;1487 eV;0.0013831200000000001 Mb;""
"Fe";"3d";26;1487 eV;0.0023269599999999999 Mb;""
"Fe";"4s";26;1487 eV;0.00067591999999999999 Mb;""
"Co";"2s";27;1487 eV;0.066367999999999996 Mb;""
"Co";"2p1/2";27;1487 eV;0.088943999999999995 Mb;""
"Co";"2p3/2";27;1487 eV;0.17163200000000001 Mb;""
"Co";"2p";27;1487 eV;0.26057599999999997 Mb;""
"Co";"3s";27;1487 eV;0.011124800000000001 Mb;""
"Co";"3p1/2";27;1487 eV;0.0089759999999999996 Mb;""
"Co";"3p3/2";27;1487 eV;0.017271999999999999 Mb;""
"Co";"3p";27;1487 eV;0.026248 Mb;""
"Co";"3d3/2";27;1487 eV;0.00147152 Mb;""
"Co";"3d5/2";27;1487 eV;0.0021515200000000001 Mb;""
"Co";"3d";27;1487 eV;0.0036230400000000001 Mb;""
"Co";"4s";27;1487 eV;0.00071944000000000001 Mb;""
"Ni";"2s";28;1487 eV;0.070176000000000002 Mb;""
"Ni";"2p1/2";28;1487 eV;0.102952 Mb;""
"Ni";"2p3/2";28;1487 eV;0.19869600000000001 Mb;""
"Ni";"2p";28;1487 eV;0.30164800000000003 Mb;""
"Ni";"3s";28;1487 eV;0.0121312 Mb;""
"Ni";"3p1/2";28;1487 eV;0.010295199999999999 Mb;""
"Ni";"3p3/2";28;1487 eV;0.019855999999999999 Mb;""
"Ni";"3p";28;1487 eV;0.0301512 Mb;""
"Ni";"3d3/2";28;1487 eV;0.00220184 Mb;""
"Ni";"3d5/2";28;1487 eV;0.0032096 Mb;""
"Ni";"3d";28;1487 eV;0.00541144 Mb;""
"Ni";"4s";28;1487 eV;0.00076159999999999997 Mb;""
"Cu";"2s";29;1487 eV;0.074256000000000003 Mb;""
"Cu";"2p1/2";29;1487 eV;0.11777600000000001 Mb;""
"Cu";"2p3/2";29;1487 eV;0.22752800000000001 Mb;""
"Cu";"2p";29;1487 eV;0.345304 Mb;""
"Cu";"3s";29;1487 eV;0.013015199999999999 Mb;""
"Cu";"3p1/2";29;1487 eV;0.011532799999999999 Mb;""
"Cu";"3p3/2";29;1487 eV;0.022168 Mb;""
"Cu";"3p";29;1487 eV;0.033700800000000003 Mb;""
"Cu";"3d3/2";29;1487 eV;0.003264 Mb;""
"Cu";"3d5/2";29;1487 eV;0.0047463999999999996 Mb;""
"Cu";"3d";29;1487 eV;0.0080104000000000009 Mb;""
"Cu";"4s";29;1487 eV;0.00030056000000000001 Mb;""
"Zn";"2s";30;1487 eV;0.078336000000000003 Mb;""
"Zn";"2p1/2";30;1487 eV;0.13328000000000001 Mb;""
"Zn";"2p3/2";30;1487 eV;0.25731199999999999 Mb;""
"Zn";"2p";30;1487 eV;0.39059199999999999 Mb;""
"Zn";"3s";30;1487 eV;0.014144 Mb;""
"Zn";"3p1/2";30;1487 eV;0.013164800000000001 Mb;""
"Zn";"3p3/2";30;1487 eV;0.025295999999999999 Mb;""
"Zn";"3p";30;1487 eV;0.038460800000000003 Mb;""
"Zn";"3d3/2";30;1487 eV;0.0044879999999999998 Mb;""
"Zn";"3d5/2";30;1487 eV;0.0065279999999999999 Mb;""
"Zn";"3d";30;1487 eV;0.011016 Mb;""
"Zn";"4s";30;1487 eV;0.00084048 Mb;""
"Ga";"2s";31;1487 eV;0.082552 Mb;""
"Ga";"2p1/2";31;1487 eV;0.15082400000000001 Mb;""
"Ga";"2p3/2";31;1487 eV;0.29104000000000002 Mb;""
"Ga";"2p";31;1487 eV;0.44186399999999998 Mb;""
"Ga";"3s";31;1487 eV;0.015368 Mb;""
"Ga";"3p1/2";31;1487 eV;0.014959999999999999 Mb;""
"Ga";"3p3/2";31;1487 eV;0.028695999999999999 Mb;""
"Ga";"3p";31;1487 eV;0.043656 Mb;""
"Ga";"3d3/2";31;1487 eV;0.0060112000000000004 Mb;""
"Ga";"3d5/2";31;1487 eV;0.0087448000000000005 Mb;""
"Ga";"3d";31;1487 eV;0.014756 Mb;""
"Ga";"4s";31;1487 eV;0.0011995199999999999 Mb;""
"Ga";"4p1/2";31;1487 eV;8.4320000000000006e-005 Mb;""
"Ga";"4p3/2";31;1487 eV;0.00015776000000000001 Mb;""
"Ga";"4p";31;1487 eV;0.00024208000000000001 Mb;""
"Ge";"2s";32;1487 eV;0.085816000000000003 Mb;""
"Ge";"2p1/2";32;1487 eV;0.17027200000000001 Mb;""
"Ge";"2p3/2";32;1487 eV;0.32844000000000001 Mb;""
"Ge";"2p";32;1487 eV;0.49871199999999999 Mb;""
"Ge";"3s";32;1487 eV;0.016728 Mb;""
"Ge";"3p1/2";32;1487 eV;0.016864000000000001 Mb;""
"Ge";"3p3/2";32;1487 eV;0.032503999999999998 Mb;""
"Ge";"3p";32;1487 eV;0.049368000000000002 Mb;""
"Ge";"3d3/2";32;1487 eV;0.0078607999999999994 Mb;""
"Ge";"3d5/2";32;1487 eV;0.0114512 Mb;""
"Ge";"3d";32;1487 eV;0.019311999999999999 Mb;""
"Ge";"4s";32;1487 eV;0.00152184 Mb;""
"Ge";"4p1/2";32;1487 eV;0.00027064 Mb;""
"Ge";"4p3/2";32;1487 eV;0.00051272000000000004 Mb;""
"Ge";"4p";32;1487 eV;0.00078335999999999998 Mb;""
"As";"2p1/2";33;1487 eV;0.19135199999999999 Mb;""
"As";"2p3/2";33;1487 eV;0.369784 Mb;""
"As";"2p";33;1487 eV;0.56113599999999997 Mb;""
"As";"3s";33;1487 eV;0.017951999999999999 Mb;""
"As";"3p1/2";33;1487 eV;0.018904000000000001 Mb;""
"As";"3p3/2";33;1487 eV;0.036448000000000001 Mb;""
"As";"3p";33;1487 eV;0.055351999999999998 Mb;""
"As";"3d3/2";33;1487 eV;0.010077600000000001 Mb;""
"As";"3d5/2";33;1487 eV;0.014688 Mb;""
"As";"3d";33;1487 eV;0.024765599999999999 Mb;""
"As";"4s";33;1487 eV;0.00184552 Mb;""
"As";"4p1/2";33;1487 eV;0.00056711999999999995 Mb;""
"As";"4p3/2";33;1487 eV;0.00107712 Mb;""
"As";"4p";33;1487 eV;0.0016442399999999999 Mb;""
"Se";"2p1/2";34;1487 eV;0.185776 Mb;""
"Se";"2p3/2";34;1487 eV;0.39304 Mb;""
"Se";"2p";34;1487 eV;0.578816 Mb;""
"Se";"3s";34;1487 eV;0.019448 Mb;""
"Se";"3p1/2";34;1487 eV;0.021080000000000002 Mb;""
"Se";"3p3/2";34;1487 eV;0.040528000000000002 Mb;""
"Se";"3p";34;1487 eV;0.061608000000000003 Mb;""
"Se";"3d3/2";34;1487 eV;0.012702400000000001 Mb;""
"Se";"3d5/2";34;1487 eV;0.018495999999999999 Mb;""
"Se";"3d";34;1487 eV;0.031198400000000001 Mb;""
"Se";"4s";34;1487 eV;0.0021827999999999999 Mb;""
"Se";"4p1/2";34;1487 eV;0.00098463999999999995 Mb;""
"Se";"4p3/2";34;1487 eV;0.0018713600000000001 Mb;""
"Se";"4p";34;1487 eV;0.002856 Mb;""
"Br";"3s";35;1487 eV;0.020808 Mb;""
